Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.7490670940006208,"InChI=1S/C20H20O7/c1-10-3-5-19-16(23)26-13-8-20(19,27-14(21)17(13,19)2)18(10)7-12(25-15(18)22)11-4-6-24-9-11/h4,6,9-10,12-13H,3,5,7-8H2,1-2H3",696.0;348.0;348.0;2132.0;1156.0,2,372.120903,458659,C20H20O7,N,CC1CCC23C(=O)OC4CC2(OC(=O)C43C)C12CC(c1ccoc1)OC2=O,284.1048583984375:[C17H18O4-2H]+;312.0988464355469:[C18H17O5-H]+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,YUCRQADHPVUPRY,543.3623815489035,284.1048583984375_323.5;312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,YUCRQADHPVUPRY-UHFFFAOYSA-N,5,25
0.7268435670918947,"InChI=1S/C20H20O7/c1-20(23,9-24-2)15-7-11-13(26-15)8-14(25-3)16-17(22)10-5-4-6-12(21)18(10)27-19(11)16/h4-6,8,15,21,23H,7,9H2,1-3H3",708.0;348.0;348.0;808.0,2,372.120903,424742,C20H20O7,N,COCC(C)(O)C1Cc2c(cc(OC)c3c(=O)c4cccc(O)c4oc23)O1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,QAPTUHVMENLAPV,527.2417581704968,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,QAPTUHVMENLAPV-UHFFFAOYSA-N,4,25
0.7256377284503515,"InChI=1S/C20H20O7/c1-9-7-10-13(19(26-5)17(9)24-3)16(22)14-11(15(10)21)8-12(23-2)18(25-4)20(14)27-6/h7-8H,1-6H3",708.0;348.0;348.0;820.0,2,372.120903,379489,C20H20O7,N,COc1cc2c(c(OC)c1OC)C(=O)c1c(cc(C)c(OC)c1OC)C2=O,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,FVJRXHCWZJCSIH,526.3670603479917,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,FVJRXHCWZJCSIH-UHFFFAOYSA-N,4,25
0.7256377284503515,"InChI=1S/C20H20O7/c1-9-7-11(23-2)14-15(18(9)25-4)16(21)10-8-12(24-3)19(26-5)20(27-6)13(10)17(14)22/h7-8H,1-6H3",708.0;348.0;348.0;820.0,2,372.120903,422014,C20H20O7,N,COc1cc2c(c(OC)c1OC)C(=O)c1c(OC)cc(C)c(OC)c1C2=O,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,NRXJDKFFCIMSHF,526.3670603479917,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,NRXJDKFFCIMSHF-UHFFFAOYSA-N,4,25
0.7227007560374658,"InChI=1S/C20H20O7/c1-20(2,26)8-7-12-13(22)9-14-15(16(12)23)17(24)18(25)19(27-14)10-3-5-11(21)6-4-10/h3-6,9,21-23,25-26H,7-8H2,1-2H3",696.0;348.0;348.0;2384.0;1684.0,2,372.120903,481883,C20H20O7,N,CC(C)(O)CCc1c(O)cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1O,284.1048583984375:[C17H18O4-2H]+;312.0988464355469:[C18H17O5-H]+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,CIYMYAQLSJQKAQ,524.2366232515149,284.1048583984375_323.5;312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,CIYMYAQLSJQKAQ-UHFFFAOYSA-N,5,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,10639,C20H20O7,N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,LKMNXYDUQXAUCZ,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,LKMNXYDUQXAUCZ-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)14-10-13(21)15-16(23-2)18(24-3)20(26-5)19(25-4)17(15)27-14/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,10700,C20H20O7,N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,ULSUXBXHSYSGDT,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,ULSUXBXHSYSGDT-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(24-3)10-17(25-4)19(26-5)20(18)27-14/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,81674,C20H20O7,N,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)c(OC)c3o2)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,UYCWETIUOAGWIL,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,UYCWETIUOAGWIL-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-11-6-7-13(14(8-11)24-3)19-20(26-5)18(21)17-15(25-4)9-12(23-2)10-16(17)27-19/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,85918,C20H20O7,N,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,KPJGABLCRGWDRB,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,KPJGABLCRGWDRB-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-8-15(23-2)19-13(21)10-14(27-16(19)9-12)11-6-17(24-3)20(26-5)18(7-11)25-4/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,86023,C20H20O7,N,COc1cc(OC)c2c(=O)cc(-c3cc(OC)c(OC)c(OC)c3)oc2c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,GIKVSFNAEBQLGB,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,GIKVSFNAEBQLGB-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-9-15(25-4)17-16(10-12)27-19(20(26-5)18(17)21)11-6-7-13(23-2)14(8-11)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,87378,C20H20O7,N,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,ALGDHWVALRSLBT,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,ALGDHWVALRSLBT-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)16-19(25-4)15(21)13-10-14(23-2)18(24-3)20(26-5)17(13)27-16/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,89353,C20H20O7,N,COc1ccc(-c2oc3c(OC)c(OC)c(OC)cc3c(=O)c2OC)cc1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,DGNOHOXRWCCDLK,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,DGNOHOXRWCCDLK-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-7-6-11(8-16(14)23-2)15-10-13(21)12-9-17(24-3)19(25-4)20(26-5)18(12)27-15/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,100542,C20H20O7,N,COc1ccc(-c2cc(=O)c3cc(OC)c(OC)c(OC)c3o2)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,MNQMRHVEXBTNRO,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,MNQMRHVEXBTNRO-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)17-20(26-5)16(21)15-18(25-4)13(23-2)10-14(24-3)19(15)27-17/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,104989,C20H20O7,N,COc1ccc(-c2oc3c(OC)cc(OC)c(OC)c3c(=O)c2OC)cc1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,JPQBOQRCDMMBBM,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,JPQBOQRCDMMBBM-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-7-6-12-13(21)10-15(27-18(12)20(14)26-5)11-8-16(23-2)19(25-4)17(9-11)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,107552,C20H20O7,N,COc1cc(-c2cc(=O)c3ccc(OC)c(OC)c3o2)cc(OC)c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,IQXUAKMLDBLFJK,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,IQXUAKMLDBLFJK-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)17-20(26-5)16(21)15-13(27-17)10-14(23-2)18(24-3)19(15)25-4/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,349158,C20H20O7,N,COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,OWNRDLYPIYHOQK,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,OWNRDLYPIYHOQK-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-11-6-15(25-4)17-16(7-11)27-19-12-8-14(24-3)13(23-2)5-10(12)9-26-20(19)18(17)21/h5-8,19-20H,9H2,1-4H3",720.0;360.0;360.0;820.0,2,372.120903,366369,C20H20O7,N,COc1cc(OC)c2c(c1)OC1c3cc(OC)c(OC)cc3COC1C2=O,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,IDMPXVKBMCVCBV,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,IDMPXVKBMCVCBV-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)17-20(26-5)16(21)15-13(23-2)10-14(24-3)18(25-4)19(15)27-17/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,369349,C20H20O7,N,COc1ccc(-c2oc3c(OC)c(OC)cc(OC)c3c(=O)c2OC)cc1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,OJHAJXCULJNLPI,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,OJHAJXCULJNLPI-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-8-18(25-4)16(23-2)6-11(14)13-10-27-15-9-19(26-5)17(24-3)7-12(15)20(13)21/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,383336,C20H20O7,N,COc1cc(OC)c(-c2coc3cc(OC)c(OC)cc3c2=O)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,ADVSBKKAOLGTQF,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,ADVSBKKAOLGTQF-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-6-8-15(24-3)20(26-5)18(12)16-10-11(21)17-13(27-16)7-9-14(23-2)19(17)25-4/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,386679,C20H20O7,N,COc1ccc(OC)c(-c2cc(=O)c3c(OC)c(OC)ccc3o2)c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,KHAJXTXUCWNYAU,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,KHAJXTXUCWNYAU-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-11-6-7-14(23-2)12(8-11)15-9-13(21)18-19(26-5)16(24-3)10-17(25-4)20(18)27-15/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,394514,C20H20O7,N,COc1ccc(OC)c(-c2cc(=O)c3c(OC)c(OC)cc(OC)c3o2)c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,CQPMEFLLFKGIJL,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,CQPMEFLLFKGIJL-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-13-8-6-11(10-15(13)24-3)17-20(26-5)16(21)12-7-9-14(23-2)19(25-4)18(12)27-17/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,399297,C20H20O7,N,COc1ccc(-c2oc3c(OC)c(OC)ccc3c(=O)c2OC)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,JKIYOWRAJGPKEC,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,JKIYOWRAJGPKEC-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-11-8-16(24-3)18-13(21)10-15(27-17(18)9-11)12-6-7-14(23-2)20(26-5)19(12)25-4/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,405233,C20H20O7,N,COc1cc(OC)c2c(=O)cc(-c3ccc(OC)c(OC)c3OC)oc2c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,XCRISFHOPWXTMT,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,XCRISFHOPWXTMT-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-15-8-12-14(9-16(15)23-2)27-10-13(19(12)21)11-6-17(24-3)20(26-5)18(7-11)25-4/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,416707,C20H20O7,N,COc1cc2occ(-c3cc(OC)c(OC)c(OC)c3)c(=O)c2cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,HLOABGSBRIDRHW,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,HLOABGSBRIDRHW-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-9-7-6-8-11(12)17-20(26-5)16(21)15-13(23-2)10-14(24-3)18(25-4)19(15)27-17/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,420825,C20H20O7,N,COc1ccccc1-c1oc2c(OC)c(OC)cc(OC)c2c(=O)c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,OIBZQXRGIYRUJC,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,OIBZQXRGIYRUJC-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-12-6-7-13-14(10-12)27-18(20(26-5)17(13)21)11-8-15(23-2)19(25-4)16(9-11)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,425883,C20H20O7,N,COc1ccc2c(=O)c(OC)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,VECLBJNEVVVACD,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,VECLBJNEVVVACD-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-23-10-5-13(21)16-14(6-10)27-9-20(19(16)22)8-11-12(20)7-15(24-2)18(26-4)17(11)25-3/h5-7,21H,8-9H2,1-4H3",720.0;360.0;360.0;820.0,2,372.120903,438756,C20H20O7,N,COc1cc(O)c2c(c1)OCC1(Cc3c1cc(OC)c(OC)c3OC)C2=O,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,RWSCIOKDSXDRFY,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,RWSCIOKDSXDRFY-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-7-6-13-18(20(14)26-5)12(21)10-15(27-13)11-8-16(23-2)19(25-4)17(9-11)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,439609,C20H20O7,N,COc1cc(-c2cc(=O)c3c(OC)c(OC)ccc3o2)cc(OC)c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,UIYFWULCBWYNDB,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,UIYFWULCBWYNDB-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-14(13)23-2)12-10-27-20-17(18(12)21)15(24-3)9-16(25-4)19(20)26-5/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,447319,C20H20O7,N,COc1ccc(-c2coc3c(OC)c(OC)cc(OC)c3c2=O)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,PELDWWSTPFBMSL,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,PELDWWSTPFBMSL-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-16-8-12-13(21)9-14(27-15(12)10-17(16)23-2)11-6-18(24-3)20(26-5)19(7-11)25-4/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,450174,C20H20O7,N,COc1cc2oc(-c3cc(OC)c(OC)c(OC)c3)cc(=O)c2cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,PKNYLIKZEGFYRC,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,PKNYLIKZEGFYRC-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-7-6-11(19(25-4)20(14)26-5)15-9-13(21)12-8-17(23-2)18(24-3)10-16(12)27-15/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,463003,C20H20O7,N,COc1cc2oc(-c3ccc(OC)c(OC)c3OC)cc(=O)c2cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,HDBYLRLXZAWUBT,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,HDBYLRLXZAWUBT-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-15-12-13(21)17(23-2)14(11-9-7-6-8-10-11)27-16(12)19(25-4)20(26-5)18(15)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,465289,C20H20O7,N,COc1c(OC)c(OC)c2c(=O)c(OC)c(-c3ccccc3)oc2c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,FDWCURHFRQXFMX,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,FDWCURHFRQXFMX-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-7-6-12-17(21)13(10-27-18(12)20(14)26-5)11-8-15(23-2)19(25-4)16(9-11)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,467337,C20H20O7,N,COc1cc(-c2coc3c(OC)c(OC)ccc3c2=O)cc(OC)c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,AFYSMUXXADHNOD,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,AFYSMUXXADHNOD-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-14(13)23-2)12-10-27-15-9-16(24-3)19(25-4)20(26-5)17(15)18(12)21/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,477122,C20H20O7,N,COc1ccc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,YTBOOQTUFDPCCP,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,YTBOOQTUFDPCCP-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-11-6-17(26-5)19-18(7-11)27-10-13(20(19)21)12-8-15(24-3)16(25-4)9-14(12)23-2/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,480841,C20H20O7,N,COc1cc(OC)c2c(=O)c(-c3cc(OC)c(OC)cc3OC)coc2c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,HFVMJNIERAKWKQ,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,HFVMJNIERAKWKQ-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-11-7-15(25-4)20(16(8-11)26-5)18-10-13(21)19-14(24-3)6-12(23-2)9-17(19)27-18/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,486396,C20H20O7,N,COc1cc(OC)c(-c2cc(=O)c3c(OC)cc(OC)cc3o2)c(OC)c1,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,BZDNMWJCXMJWNR,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,BZDNMWJCXMJWNR-UHFFFAOYSA-N,4,25
0.7182953258015125,"InChI=1S/C20H20O7/c1-22-14-9-8-13-17(19(14)25-4)12(21)10-16(27-13)11-6-7-15(23-2)20(26-5)18(11)24-3/h6-10H,1-5H3",720.0;360.0;360.0;820.0,2,372.120903,487305,C20H20O7,N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)ccc3o2)c(OC)c1OC,312.0988464355469:[C18H14O5+H]+H+;343.0804443359375:[C18H14O7]+H+;357.09661865234375:[C19H17O7]+;358.102294921875:[C19H17O7]+H+,UHFFFAOYSA,RXRZZDZJENMNEF,521.0409881956875,312.0988464355469_999.0;343.0804443359375_669.5;357.09661865234375_393.8;358.102294921875_368.8,RXRZZDZJENMNEF-UHFFFAOYSA-N,4,25
