Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)12-6-10(17)9-5-11(18)13(19)14(20)15(9)21-12/h1-6,16,18-20H",1072.0;708.0;708.0;808.0,2,286.047738,375202,C15H10O6,N,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)c(O)cc12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,BYXJBJUCNOOYRF,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,BYXJBJUCNOOYRF-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-4-2-1-3-7(8)11-5-9(17)13-12(21-11)6-10(18)14(19)15(13)20/h1-6,16,18-20H",1072.0;708.0;708.0;808.0,2,286.047738,378810,C15H10O6,N,O=c1cc(-c2ccccc2O)oc2cc(O)c(O)c(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,JUNABCRYHWUBLN,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,JUNABCRYHWUBLN-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-3-1-2-7(4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",1072.0;708.0;708.0;808.0,2,286.047738,407225,C15H10O6,N,O=c1c(O)c(-c2cccc(O)c2)oc2cc(O)cc(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,ABDQTIKKAYGHNV,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,ABDQTIKKAYGHNV-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-2-1-7(10(18)4-8)3-13-15(20)14-11(19)5-9(17)6-12(14)21-13/h1-6,16-19H",1072.0;708.0;708.0;808.0,2,286.047738,413625,C15H10O6,N,O=C1C(=Cc2ccc(O)cc2O)Oc2cc(O)cc(O)c21,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,CUKVFVMCLBWRHA,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,CUKVFVMCLBWRHA-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-4-2-1-3-7(8)12-6-10(18)13-9(17)5-11(19)14(20)15(13)21-12/h1-6,16-17,19-20H",1072.0;708.0;708.0;808.0,2,286.047738,429328,C15H10O6,N,O=c1cc(-c2ccccc2O)oc2c(O)c(O)cc(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,DIJLMQKOVNSDRQ,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,DIJLMQKOVNSDRQ-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)14-13(20)12(19)11-9(17)5-6-10(18)15(11)21-14/h1-6,16-18,20H",1072.0;708.0;708.0;808.0,2,286.047738,445794,C15H10O6,N,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)ccc(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,VASFLQKDXBAWEL,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,VASFLQKDXBAWEL-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)13(19)15-14(20)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-19H",1072.0;708.0;708.0;808.0,2,286.047738,446444,C15H10O6,N,O=C1C(=C(O)c2ccc(O)cc2)Oc2cc(O)cc(O)c21,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,XEQGYWXZACJBSF,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,XEQGYWXZACJBSF-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)11-10(21-15)6-5-9(17)12(11)18/h1-6,16-18,20H",1072.0;708.0;708.0;808.0,2,286.047738,452298,C15H10O6,N,O=c1c(O)c(-c2ccc(O)cc2)oc2ccc(O)c(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,VXVVPCKMPQFWKQ,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,VXVVPCKMPQFWKQ-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-6-9(17)11(18)15-10(8)12(19)13(20)14(21-15)7-4-2-1-3-5-7/h1-6,16-18,20H",1072.0;708.0;708.0;808.0,2,286.047738,468887,C15H10O6,N,O=c1c(O)c(-c2ccccc2)oc2c(O)c(O)cc(O)c12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,WQUAABPUMMPCJB,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,WQUAABPUMMPCJB-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-8-3-1-2-7(6-8)14-13(20)11(18)9-4-5-10(17)12(19)15(9)21-14/h1-6,16-17,19-20H",1072.0;708.0;708.0;808.0,2,286.047738,525398,C15H10O6,N,O=c1c(O)c(-c2cccc(O)c2)oc2c(O)c(O)ccc12,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,FAMXEHVEQHCQRE,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,FAMXEHVEQHCQRE-UHFFFAOYSA-N,4,10
0.9733655824080911,"InChI=1S/C15H10O6/c16-9-3-1-7(5-11(9)18)6-12-13(19)8-2-4-10(17)14(20)15(8)21-12/h1-6,16-18,20H/b12-6+",1072.0;708.0;708.0;808.0,2,286.047738,548281,C15H10O6,N,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2c1ccc(O)c2O,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,WUXMJOGZSA,PNIFOHGQPKXLJE,105.55511260558923,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,PNIFOHGQPKXLJE-WUXMJOGZSA-N,4,10
0.9703320541917257,"InChI=1S/C15H10O6/c1-6-2-8(15(19)20)12-10(3-6)21-11-5-7(16)4-9(17)13(11)14(12)18/h2-5,16-17H,1H3,(H,19,20)",1156.0;708.0;708.0;808.0,2,286.047738,407592,C15H10O6,N,Cc1cc(C(=O)O)c2c(=O)c3c(O)cc(O)cc3oc2c1,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,FIQFPWJQOCOBJX,105.22614636899958,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,FIQFPWJQOCOBJX-UHFFFAOYSA-N,4,10
0.9672190563320379,"InChI=1S/C15H10O6/c16-8-4-12(18)10-6-9(15(20)21-14(10)5-8)7-1-2-11(17)13(19)3-7/h1-6,16-19H",1520.0;696.0;696.0;796.0,2,286.047738,432966,C15H10O6,N,O=c1oc2cc(O)cc(O)c2cc1-c1ccc(O)c(O)c1,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,UGXNCLFMWOIXDZ,104.88856217087395,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,UGXNCLFMWOIXDZ-UHFFFAOYSA-N,4,10
0.9630618714621908,"InChI=1S/C15H10O6/c1-19-11-4-5-13-15(9(11)7-17)21-12-3-2-10(18)8(6-16)14(12)20-13/h2-7,18H,1H3",1168.0;720.0;720.0;820.0,2,286.047738,368316,C15H10O6,N,COc1ccc2c(c1C=O)Oc1ccc(O)c(C=O)c1O2,107.04930114746094:[C7H5O+H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,CFUAWJRXWGQVGT,104.43774274085739,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,CFUAWJRXWGQVGT-UHFFFAOYSA-N,4,10
0.9629945790919201,"InChI=1S/C15H10O6/c16-8-1-3-15(20,4-2-8)13-7-11(19)14-10(18)5-9(17)6-12(14)21-13/h1-7,17-18,20H",1404.0;708.0;708.0;808.0,2,286.047738,58286,C15H10O6,N,O=C1C=CC(O)(c2cc(=O)c3c(O)cc(O)cc3o2)C=C1,107.04930114746094:[C7H6O]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,DLMOVPAUHQQYHA,104.43044532470688,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,DLMOVPAUHQQYHA-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-8-4-12(19)14-13(5-8)21-6-9(15(14)20)7-1-2-10(17)11(18)3-7/h1-6,16-19H",1520.0;708.0;708.0;808.0,2,286.047738,8572,C15H10O6,N,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,IOYHCQBYQJQBSK,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,IOYHCQBYQJQBSK-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-7-1-2-9(11(18)3-7)10-6-21-13-5-8(17)4-12(19)14(13)15(10)20/h1-6,16-19H",1520.0;708.0;708.0;808.0,2,286.047738,8578,C15H10O6,N,O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,GSSOWCUOWLMMRJ,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,GSSOWCUOWLMMRJ-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-10-2-1-7(3-11(10)17)9-6-21-14-5-13(19)12(18)4-8(14)15(9)20/h1-6,16-19H",1520.0;708.0;708.0;808.0,2,286.047738,51508,C15H10O6,N,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)c(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,QMMUPEDRUCMYIY,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,QMMUPEDRUCMYIY-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-10-3-1-7(5-12(10)18)9-6-21-15-8(13(9)19)2-4-11(17)14(15)20/h1-6,16-18,20H",1520.0;708.0;708.0;808.0,2,286.047738,62134,C15H10O6,N,O=c1c(-c2ccc(O)c(O)c2)coc2c(O)c(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,VMOBWBRUROXCOO,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,VMOBWBRUROXCOO-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-7-1-2-8(12(18)5-7)10-6-21-15-9(13(10)19)3-4-11(17)14(15)20/h1-6,16-18,20H",1520.0;708.0;708.0;808.0,2,286.047738,99016,C15H10O6,N,O=c1c(-c2ccc(O)cc2O)coc2c(O)c(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,MMEMQPVSEZVECO,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,MMEMQPVSEZVECO-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-8-1-7(2-9(17)3-8)11-6-21-13-5-10(18)4-12(19)14(13)15(11)20/h1-6,16-19H",1520.0;708.0;708.0;808.0,2,286.047738,324229,C15H10O6,N,O=c1c(-c2cc(O)cc(O)c2)coc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,XCLBJTYTTUIYQL,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,XCLBJTYTTUIYQL-UHFFFAOYSA-N,4,10
0.960185167012951,"InChI=1S/C15H10O6/c16-9-3-8-5-13(7-1-2-10(17)11(18)4-7)21-15(20)14(8)12(19)6-9/h1-6,16-19H",1520.0;708.0;708.0;808.0,2,286.047738,404433,C15H10O6,N,O=c1oc(-c2ccc(O)c(O)c2)cc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,NHFGEHLUROYMEB,104.12578301312459,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,NHFGEHLUROYMEB-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",1532.0;708.0;708.0;808.0,2,286.047738,4370,C15H10O6,N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,IQPNAANSBPBGFQ,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,IQPNAANSBPBGFQ-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-7-1-2-9(10(18)3-7)13-6-12(20)15-11(19)4-8(17)5-14(15)21-13/h1-6,16-19H",1532.0;708.0;708.0;808.0,2,286.047738,99380,C15H10O6,N,O=c1cc(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,ZSYPIPFQOQGYHH,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,ZSYPIPFQOQGYHH-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-8-1-3-10(4-2-8)20-14-7-12(19)15-11(18)5-9(17)6-13(15)21-14/h1-7,16-18H",1532.0;708.0;708.0;808.0,2,286.047738,306054,C15H10O6,N,O=c1cc(Oc2ccc(O)cc2)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,UBSCDKPKWHYZNX,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,UBSCDKPKWHYZNX-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-8-4-9-11(18)6-14(21-15(9)13(20)5-8)7-1-2-10(17)12(19)3-7/h1-6,16-17,19-20H",1532.0;708.0;708.0;808.0,2,286.047738,356169,C15H10O6,N,O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)cc(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,OKWARDZSQXQGBL,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,OKWARDZSQXQGBL-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-7-1-2-9(11(18)4-7)14-6-12(19)10-3-8(17)5-13(20)15(10)21-14/h1-6,16-18,20H",1532.0;708.0;708.0;808.0,2,286.047738,368335,C15H10O6,N,O=c1cc(-c2ccc(O)cc2O)oc2c(O)cc(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,NCHZDDLXWRFDTE,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,NCHZDDLXWRFDTE-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-7-2-1-3-8(17)13(7)12-6-10(19)14-11(21-12)5-4-9(18)15(14)20/h1-6,16-18,20H",1532.0;708.0;708.0;808.0,2,286.047738,368636,C15H10O6,N,O=c1cc(-c2c(O)cccc2O)oc2ccc(O)c(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,FSUHTKIYYAWNMK,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,FSUHTKIYYAWNMK-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-7-1-2-10(18)9(3-7)13-6-12(20)15-11(19)4-8(17)5-14(15)21-13/h1-6,16-19H",1532.0;708.0;708.0;808.0,2,286.047738,371730,C15H10O6,N,O=c1cc(-c2cc(O)ccc2O)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,CFICGXRYLHEUQQ,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,CFICGXRYLHEUQQ-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-9-2-1-7(3-11(9)18)14-5-10(17)8-4-12(19)13(20)6-15(8)21-14/h1-6,16,18-20H",1532.0;708.0;708.0;808.0,2,286.047738,373156,C15H10O6,N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(O)cc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,GGHXUACYEVVMIT,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,GGHXUACYEVVMIT-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-7-4-10(19)15-11(20)6-13(21-12(15)5-7)14-8(17)2-1-3-9(14)18/h1-6,16-19H",1532.0;708.0;708.0;808.0,2,286.047738,396366,C15H10O6,N,O=c1cc(-c2c(O)cccc2O)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,WJXXUIYFPVIHDH,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,WJXXUIYFPVIHDH-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-9-3-1-7(5-12(9)19)13-6-11(18)8-2-4-10(17)14(20)15(8)21-13/h1-6,16-17,19-20H",1532.0;708.0;708.0;808.0,2,286.047738,398285,C15H10O6,N,O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,ARYCMKPCDNHQCL,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,ARYCMKPCDNHQCL-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-8-1-7(2-9(17)3-8)13-6-12(20)15-11(19)4-10(18)5-14(15)21-13/h1-6,16-19H",1532.0;708.0;708.0;808.0,2,286.047738,432962,C15H10O6,N,O=c1cc(-c2cc(O)cc(O)c2)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,LRDGATPGVJTWLJ,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,LRDGATPGVJTWLJ-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-7-4-10(18)14-11(19)6-12(21-13(14)5-7)8-2-1-3-9(17)15(8)20/h1-6,16-18,20H",1532.0;708.0;708.0;808.0,2,286.047738,465883,C15H10O6,N,O=c1cc(-c2cccc(O)c2O)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,STAGATUVRDVEAT,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,STAGATUVRDVEAT-UHFFFAOYSA-N,4,10
0.9599125353431512,"InChI=1S/C15H10O6/c16-8-2-1-3-10(4-8)20-14-7-12(19)15-11(18)5-9(17)6-13(15)21-14/h1-7,16-18H",1532.0;708.0;708.0;808.0,2,286.047738,488753,C15H10O6,N,O=c1cc(Oc2cccc(O)c2)oc2cc(O)cc(O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H4O4]+H+;154.0258026123047:[C7H4O4+H]+H+,UHFFFAOYSA,GOFKYYQWJNZNHQ,104.09621789686645,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,GOFKYYQWJNZNHQ-UHFFFAOYSA-N,4,10
0.8472149550694462,"InChI=1S/C15H10O6/c16-9-4-1-8(2-5-9)3-6-10(17)13-11(18)7-12(19)14(20)15(13)21/h1-7,16,18,21H/b6-3+",612.0;1572.0;908.0;1244.0,2,286.047738,545988,C15H10O6,N,O=C1C=C(O)C(C(=O)/C=C/c2ccc(O)cc2)=C(O)C1=O,107.04930114746094:[C7H6O]+H+;135.0436248779297:[C8H6O2]+H+;153.01795959472656:[C7H2O4+2H]+H+;154.0258026123047:[C7H3O4+2H]+H+,ZZXKWVIFSA,ZWTHNQBQIXDGOG,91.8749045577012,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,ZWTHNQBQIXDGOG-ZZXKWVIFSA-N,4,10
0.8321833216765936,"InChI=1S/C15H10O6/c16-8-1-2-9-10(17)6-13(21-14(9)5-8)7-3-11(18)15(20)12(19)4-7/h1-6,16,18-20H",1651.0;1072.0;972.0;972.0,2,286.047738,348274,C15H10O6,N,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H5O4]+;154.0258026123047:[C7H5O4]+H+,UHFFFAOYSA,CCCIGFPBADVTFE,90.24482251647768,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,CCCIGFPBADVTFE-UHFFFAOYSA-N,4,10
0.7737059619703747,"InChI=1S/C15H10O6/c1-20-15(19)12-8(17)5-6-10-13(12)14(18)11-7(16)3-2-4-9(11)21-10/h2-6,16-17H,1H3",1651.0;1168.0;1168.0;1268.0,2,286.047738,26070,C15H10O6,N,COC(=O)c1c(O)ccc2oc3cccc(O)c3c(=O)c12,107.04930114746094:[C7H4O+2H]+H+;135.0436248779297:[C8H5O2+H]+H+;153.01795959472656:[C7H3O4+H]+H+;154.0258026123047:[C7H3O4+2H]+H+,UHFFFAOYSA,RHTSTEXCCXSDAD,83.90333643948223,107.04930114746094_190.2;135.0436248779297_339.6;153.01795959472656_999.0;154.0258026123047_77.6,RHTSTEXCCXSDAD-UHFFFAOYSA-N,4,10
