Score,InChI,FragmenterScore_Values,MaximumTreeDepth,MonoisotopicMass,Identifier,MolecularFormula,InChIKey3,SMILES,FormulasOfExplPeaks,InChIKey2,InChIKey1,FragmenterScore,ExplPeaks,InChIKey,NoExplPeaks,NumberPeaksUsed
0.9126449776419272,"InChI=1S/C16H12O5/c1-20-16-11(17)7-12-13(15(16)19)14(18)10(8-21-12)9-5-3-2-4-6-9/h2-8,17,19H,1H3",360.0;1684.0;2020.0;1056.0;1156.0,2,284.0684735,420116,C16H12O5,N,COc1c(O)cc2occ(-c3ccccc3)c(=O)c2c1O,197.06126403808594:[C13H7O2+H]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,ASDAACPLTHDPRW,366.6857729078905,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,ASDAACPLTHDPRW-UHFFFAOYSA-N,5,19
0.9126449776419272,"InChI=1S/C16H12O5/c1-20-14-8-13-11(7-12(14)18)16(19)15(21-13)6-9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",360.0;1684.0;2020.0;1056.0;1156.0,2,284.0684735,437905,C16H12O5,N,COc1cc2c(cc1O)C(=O)C(=Cc1ccc(O)cc1)O2,197.06126403808594:[C13H7O2+H]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,WWICXRRDDLZATO,366.6857729078905,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,WWICXRRDDLZATO-UHFFFAOYSA-N,5,19
0.9126449776419272,"InChI=1S/C16H12O5/c1-20-15-6-10-14(7-13(15)18)21-8-11(16(10)19)9-4-2-3-5-12(9)17/h2-8,17-18H,1H3",360.0;1684.0;2020.0;1056.0;1156.0,2,284.0684735,464545,C16H12O5,N,COc1cc2c(=O)c(-c3ccccc3O)coc2cc1O,197.06126403808594:[C13H7O2+H]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,NZKZXXZIAHQNLV,366.6857729078905,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,NZKZXXZIAHQNLV-UHFFFAOYSA-N,5,19
0.9126449776419272,"InChI=1S/C16H12O5/c1-20-16-12(18)6-7-13-14(16)15(19)11(8-21-13)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",360.0;1684.0;2020.0;1056.0;1156.0,2,284.0684735,490075,C16H12O5,N,COc1c(O)ccc2occ(-c3ccc(O)cc3)c(=O)c12,197.06126403808594:[C13H7O2+H]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,NNUVCMKMNCKPKN,366.6857729078905,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,NNUVCMKMNCKPKN-UHFFFAOYSA-N,5,19
0.9126449776419272,"InChI=1S/C16H12O5/c1-20-14-6-9(2-5-12(14)18)7-15-16(19)11-4-3-10(17)8-13(11)21-15/h2-8,17-18H,1H3/b15-7-",360.0;1684.0;2020.0;1056.0;1156.0,2,284.0684735,517959,C16H12O5,N,COc1cc(/C=C2\Oc3cc(O)ccc3C2=O)ccc1O,197.06126403808594:[C13H7O2+H]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,CHHVJCJISA,HPSPCMSCDNHZJM,366.6857729078905,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,HPSPCMSCDNHZJM-CHHVJCJISA-N,5,19
0.9102573337231746,"InChI=1S/C16H12O5/c1-20-10-4-2-9(3-5-10)12-8-21-15-7-14(18)13(17)6-11(15)16(12)19/h2-8,17-18H,1H3",360.0;1684.0;2167.0;1056.0;1156.0,2,284.0684735,303490,C16H12O5,N,COc1ccc(-c2coc3cc(O)c(O)cc3c2=O)cc1,197.06126403808594:[C13H7O2+H]+H+;229.08570861816406:[C14H10O3+2H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,GCWOYVFHJDNKIN,365.7264567693864,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,GCWOYVFHJDNKIN-UHFFFAOYSA-N,5,19
0.908820693280305,"InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19/h2-8,17-18H,1H3",360.0;1967.0;2020.0;1056.0;1156.0,2,284.0684735,5419,C16H12O5,N,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,197.06126403808594:[C13H9O2]+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,WUADCCWRTIWANL,365.14923821881104,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,WUADCCWRTIWANL-UHFFFAOYSA-N,5,19
0.908820693280305,"InChI=1S/C16H12O5/c1-20-10-3-5-12-15(7-10)21-8-13(16(12)19)11-4-2-9(17)6-14(11)18/h2-8,17-18H,1H3",360.0;1967.0;2020.0;1056.0;1156.0,2,284.0684735,389744,C16H12O5,N,COc1ccc2c(=O)c(-c3ccc(O)cc3O)coc2c1,197.06126403808594:[C13H9O2]+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,JZOYQACMFLYEJG,365.14923821881104,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,JZOYQACMFLYEJG-UHFFFAOYSA-N,5,19
0.908820693280305,"InChI=1S/C16H12O5/c1-20-11-7-10-12(15(19)16(11)21-2)14(18)9-6-4-3-5-8(9)13(10)17/h3-7,19H,1-2H3",360.0;1967.0;2020.0;1056.0;1156.0,2,284.0684735,393159,C16H12O5,N,COc1cc2c(c(O)c1OC)C(=O)c1ccccc1C2=O,197.06126403808594:[C13H8O2]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,KHFQPAMXJRRXJD,365.14923821881104,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,KHFQPAMXJRRXJD-UHFFFAOYSA-N,5,19
0.908820693280305,"InChI=1S/C16H12O5/c1-20-11-7-10-12(16(21-2)15(11)19)14(18)9-6-4-3-5-8(9)13(10)17/h3-7,19H,1-2H3",360.0;1967.0;2020.0;1056.0;1156.0,2,284.0684735,406262,C16H12O5,N,COc1cc2c(c(OC)c1O)C(=O)c1ccccc1C2=O,197.06126403808594:[C13H8O2]+H+;229.08570861816406:[C14H11O3+H]+H+;242.05740356445312:[C14H9O4]+H+;243.06507873535156:[C14H9O4+H]+H+;270.051513671875:[C15H9O5]+H+,UHFFFAOYSA,VVVZBZBYGDTROV,365.14923821881104,197.06126403808594_164.5;229.08570861816406_198.6;242.05740356445312_329.6;243.06507873535156_65.6;270.051513671875_999.0,VVVZBZBYGDTROV-UHFFFAOYSA-N,5,19
